Id,Id2,Geography,2016 Total Pop,2016 Grad Degree,2016 Percent Grad Degree,2015 Total Pop,2015 Grad Degree,2015 Percent Grad Degree,2014 Total Pop,2014 Percent Grad Degree,2013 Total Pop,2013 Percent Grad Degree,2012 Total Pop,2012 Percent Grad Degree,2011 Total Pop,2011 Percent Grad Degree,2010 Total Pop,2010 Percent Grad Degree
1400000US42101027500,42101027500,"Census Tract 275, Philadelphia County, Pennsylvania",2951,99,3.35,2967,86,2.90,3052,3.3,2923,3.3,2614,4.1,2657,3.4,2614,3.8
1400000US42101027600,42101027600,"Census Tract 276, Philadelphia County, Pennsylvania",2308,58,2.51,2213,47,2.12,2198,3,2441,3.2,2629,3.7,2509,4.1,2513,5
1400000US42101027700,42101027700,"Census Tract 277, Philadelphia County, Pennsylvania",3219,95,2.95,3294,90,2.73,3325,3.6,3473,2.3,3519,2.2,3261,3.4,2969,3.5
1400000US42101027800,42101027800,"Census Tract 278, Philadelphia County, Pennsylvania",2918,77,2.64,3321,96,2.89,3265,3.2,3249,3.2,3280,2.9,3634,2.1,3221,2.1
1400000US42101027901,42101027901,"Census Tract 279.01, Philadelphia County, Pennsylvania",2429,63,2.59,2692,32,1.19,2451,1.7,2537,1.7,2581,2.5,2371,3,2249,3.9
1400000US42101027902,42101027902,"Census Tract 279.02, Philadelphia County, Pennsylvania",1590,60,3.77,1775,46,2.59,1635,2.6,1641,2.7,1500,0,1460,0.9,1413,2.3
1400000US42101028000,42101028000,"Census Tract 280, Philadelphia County, Pennsylvania",2632,103,3.91,2743,102,3.72,2675,2.4,2648,1.8,2889,0.9,2999,0,3014,0
1400000US42101028100,42101028100,"Census Tract 281, Philadelphia County, Pennsylvania",2758,104,3.77,2542,94,3.70,2558,3.3,2323,2.8,2317,3.2,2367,3.3,2364,3.4
1400000US42101028200,42101028200,"Census Tract 282, Philadelphia County, Pennsylvania",3316,259,7.81,3320,209,6.30,3256,6.5,3388,5.2,3769,3.4,3394,2.7,3067,2.9
1400000US42101028300,42101028300,"Census Tract 283, Philadelphia County, Pennsylvania",3755,100,2.66,3346,98,2.93,3545,2.8,3600,1.9,3744,3.4,3962,3.8,3900,3.2
1400000US42101028400,42101028400,"Census Tract 284, Philadelphia County, Pennsylvania",2772,86,3.10,2640,25,0.95,2703,2,2750,2.3,2453,3.1,2410,4,2106,5.1
1400000US42101028500,42101028500,"Census Tract 285, Philadelphia County, Pennsylvania",1576,25,1.59,1656,25,1.51,1626,0.9,1518,0.6,1356,0.8,1393,2.4,1487,0.9
1400000US42101028600,42101028600,"Census Tract 286, Philadelphia County, Pennsylvania",3838,62,1.62,4014,55,1.37,4112,2.3,4001,1.7,3760,2.6,3547,3.2,3634,3.4
1400000US42101028700,42101028700,"Census Tract 287, Philadelphia County, Pennsylvania",1451,127,8.75,1542,115,7.46,1639,5.2,1505,5.5,1439,1.8,1282,0.7,1321,4
1400000US42101028800,42101028800,"Census Tract 288, Philadelphia County, Pennsylvania",2431,62,2.55,2418,19,0.79,2489,1.2,2539,1.3,2425,1.5,2512,2,2291,1.9
1400000US42101028901,42101028901,"Census Tract 289.01, Philadelphia County, Pennsylvania",2370,62,2.62,2422,44,1.82,2548,1.1,2280,1.3,2412,1,2044,0.3,2174,0.7
1400000US42101028902,42101028902,"Census Tract 289.02, Philadelphia County, Pennsylvania",3826,80,2.09,3857,87,2.26,4028,1.9,3669,2.6,3401,1.5,3392,1.1,3489,0.5
1400000US42101029000,42101029000,"Census Tract 290, Philadelphia County, Pennsylvania",4083,162,3.97,4354,176,4.04,4113,3.3,4050,2.1,3711,2.3,3723,3.1,3631,2.8
1400000US42101029100,42101029100,"Census Tract 291, Philadelphia County, Pennsylvania",2678,58,2.17,2649,56,2.11,2306,0.9,2372,0.7,2327,1.3,2395,1.1,2477,1
1400000US42101029200,42101029200,"Census Tract 292, Philadelphia County, Pennsylvania",2780,83,2.99,2642,111,4.20,2605,6.2,2377,6.4,2169,10,2188,8.4,2271,10.8
1400000US42101029300,42101029300,"Census Tract 293, Philadelphia County, Pennsylvania",1725,55,3.19,1736,57,3.28,1943,2.9,1852,1.9,1817,2.3,1552,0.9,1554,0
1400000US42101029400,42101029400,"Census Tract 294, Philadelphia County, Pennsylvania",1669,14,0.84,1802,13,0.72,1813,0.7,1861,0.4,2127,0.3,1999,0,1983,0.9
1400000US42101029800,42101029800,"Census Tract 298, Philadelphia County, Pennsylvania",3203,92,2.87,3155,77,2.44,3107,2.2,2904,1.5,2839,1.4,2841,2,2828,1.7
1400000US42101029900,42101029900,"Census Tract 299, Philadelphia County, Pennsylvania",2291,76,3.32,2184,76,3.48,2175,1.5,2180,1.4,2269,3.2,2312,3.9,2392,4
1400000US42101030000,42101030000,"Census Tract 300, Philadelphia County, Pennsylvania",4123,92,2.23,4261,69,1.62,4515,1.6,4649,2.1,4670,2.5,4673,2.6,4141,3.2
1400000US42101030100,42101030100,"Census Tract 301, Philadelphia County, Pennsylvania",3482,224,6.43,3268,138,4.22,3552,2.4,3598,3.9,3736,3.7,3499,7.1,3482,7.5
1400000US42101030200,42101030200,"Census Tract 302, Philadelphia County, Pennsylvania",4508,151,3.35,4030,129,3.20,4187,2.8,4274,2.7,4197,2.5,4516,2.4,4881,1.6
1400000US42101030501,42101030501,"Census Tract 305.01, Philadelphia County, Pennsylvania",3181,150,4.72,3301,103,3.12,3092,3.1,3016,2.7,2886,1.4,2819,2,2604,3.1
1400000US42101030502,42101030502,"Census Tract 305.02, Philadelphia County, Pennsylvania",3861,155,4.01,3640,97,2.66,3537,2.5,3475,2.6,3431,5.5,3596,5.3,3782,5.8
1400000US42101030600,42101030600,"Census Tract 306, Philadelphia County, Pennsylvania",5299,257,4.85,5402,224,4.15,5148,3.7,4976,2.7,5015,3.2,4845,4.4,4830,4.4
1400000US42101030700,42101030700,"Census Tract 307, Philadelphia County, Pennsylvania",2454,143,5.83,2613,111,4.25,2573,2.2,2411,4.6,2423,2.9,2363,3.4,2158,2.6
1400000US42101030800,42101030800,"Census Tract 308, Philadelphia County, Pennsylvania",3344,212,6.34,3270,210,6.42,3502,6.5,3642,7.2,3429,7.1,3433,9.2,3332,9.4
1400000US42101030900,42101030900,"Census Tract 309, Philadelphia County, Pennsylvania",2507,80,3.19,2573,146,5.67,2694,6.6,2728,7,2826,7.4,2884,8.3,2467,7.7
1400000US42101031000,42101031000,"Census Tract 310, Philadelphia County, Pennsylvania",5001,314,6.28,5210,337,6.47,5151,6.7,4893,7,4802,7.3,4682,6,4272,4.4
1400000US42101031101,42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania",3196,179,5.60,3386,157,4.64,3294,5.4,3035,6.2,2799,5.7,2675,4.9,2598,5.8
1400000US42101031102,42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania",2306,81,3.51,2202,86,3.91,2429,3.4,2376,7.2,2373,7.1,2589,7.8,2515,7.1
1400000US42101031200,42101031200,"Census Tract 312, Philadelphia County, Pennsylvania",3046,56,1.84,3095,57,1.84,2921,1.6,3029,1.6,2983,2.3,2790,2.1,2979,1.7
1400000US42101031300,42101031300,"Census Tract 313, Philadelphia County, Pennsylvania",4109,68,1.65,3828,117,3.06,3722,3.8,3619,4.5,3926,4.9,4538,4.7,4994,2.9
1400000US42101031401,42101031401,"Census Tract 314.01, Philadelphia County, Pennsylvania",4523,208,4.60,4299,210,4.88,4299,4.7,3934,5.7,3862,8.4,3725,6.8,3813,5.1
1400000US42101031402,42101031402,"Census Tract 314.02, Philadelphia County, Pennsylvania",3412,76,2.23,3562,95,2.67,3527,3.8,3545,3.9,3332,4.9,3430,4.4,3517,4.9
1400000US42101031501,42101031501,"Census Tract 315.01, Philadelphia County, Pennsylvania",4377,220,5.03,4199,192,4.57,3915,4.6,4087,6.5,3898,7.4,3943,6.5,3977,5.9
1400000US42101031502,42101031502,"Census Tract 315.02, Philadelphia County, Pennsylvania",2740,150,5.47,2522,160,6.34,2441,5.3,2400,4.7,2509,3.7,2615,4.7,2792,2.4
1400000US42101031600,42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",4271,235,5.50,3963,245,6.18,4027,4.5,3840,8.9,3857,6.6,3891,7.2,3872,6.8
1400000US42101031700,42101031700,"Census Tract 317, Philadelphia County, Pennsylvania",3680,89,2.42,3863,134,3.47,4056,4.2,3910,5.6,3913,5.2,4173,5.2,4055,4
1400000US42101031800,42101031800,"Census Tract 318, Philadelphia County, Pennsylvania",2559,99,3.87,2519,95,3.77,2392,2.1,2265,3.8,2234,2.9,2351,3.3,2188,3.8
1400000US42101031900,42101031900,"Census Tract 319, Philadelphia County, Pennsylvania",3289,88,2.68,2822,102,3.61,2753,2.6,2815,2.2,2995,2.1,2986,2.3,2995,2.6
1400000US42101032000,42101032000,"Census Tract 320, Philadelphia County, Pennsylvania",4320,91,2.11,4429,90,2.03,4632,1.6,4812,1.3,4742,2.8,4814,4,4694,2.8
1400000US42101032100,42101032100,"Census Tract 321, Philadelphia County, Pennsylvania",2409,89,3.69,2363,113,4.78,2325,4.9,2166,4.3,2502,2.6,2430,2.6,2505,0.9
1400000US42101032300,42101032300,"Census Tract 323, Philadelphia County, Pennsylvania",2155,83,3.85,2182,78,3.57,2176,4,2166,4.8,2043,2.2,1961,2.1,1847,1.4
1400000US42101032500,42101032500,"Census Tract 325, Philadelphia County, Pennsylvania",4153,107,2.58,4012,96,2.39,3674,1.8,3539,1.8,3702,2.1,3451,2.3,3378,2.5
1400000US42101032600,42101032600,"Census Tract 326, Philadelphia County, Pennsylvania",4191,137,3.27,4193,231,5.51,4128,6.4,4480,4,4204,2.8,4180,3.4,4352,2.2
1400000US42101032900,42101032900,"Census Tract 329, Philadelphia County, Pennsylvania",2408,38,1.58,2427,18,0.74,2419,0.9,2497,1.9,2786,1.9,2838,2.4,2725,4
1400000US42101033000,42101033000,"Census Tract 330, Philadelphia County, Pennsylvania",4537,157,3.46,4365,222,5.09,4593,5.4,4868,7.1,4898,2.1,4464,2.2,4626,1.8
1400000US42101033101,42101033101,"Census Tract 331.01, Philadelphia County, Pennsylvania",3420,237,6.93,3395,237,6.98,3281,5.2,3203,4.9,3323,4.5,3237,4.4,3114,3.9
1400000US42101033102,42101033102,"Census Tract 331.02, Philadelphia County, Pennsylvania",2657,271,10.20,2600,215,8.27,2587,6,2622,6.3,2801,5.4,2942,8,3330,13.2
1400000US42101033200,42101033200,"Census Tract 332, Philadelphia County, Pennsylvania",1847,152,8.23,1751,142,8.11,1775,7.9,1719,7.2,1717,7.6,1703,5.7,1864,5.6
1400000US42101033300,42101033300,"Census Tract 333, Philadelphia County, Pennsylvania",3275,246,7.51,3509,257,7.32,3438,4.7,3305,5.1,3384,5.1,3292,9,3282,8.5
1400000US42101033400,42101033400,"Census Tract 334, Philadelphia County, Pennsylvania",4158,253,6.08,4007,229,5.71,3984,4.9,3981,3.4,3813,4,3644,4.8,3395,5
1400000US42101033500,42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",2818,191,6.78,2820,222,7.87,2567,6.5,2551,5.1,2595,9.1,2594,6,2427,4
1400000US42101033600,42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",5142,489,9.51,5148,490,9.52,5140,8.5,4835,7.9,4713,8.4,4619,6.5,4549,6.3
1400000US42101033701,42101033701,"Census Tract 337.01, Philadelphia County, Pennsylvania",3682,382,10.37,3501,358,10.23,3378,8.6,3369,8,3538,10.1,3521,6.5,3876,8.4
1400000US42101033702,42101033702,"Census Tract 337.02, Philadelphia County, Pennsylvania",3800,300,7.89,3755,351,9.35,3902,9.9,3833,12.3,3897,12.4,3843,11.6,3917,11.1
1400000US42101033800,42101033800,"Census Tract 338, Philadelphia County, Pennsylvania",4411,194,4.40,4330,165,3.81,4447,5.4,4347,7.2,4371,6.5,4116,6.3,3986,8.6
1400000US42101033900,42101033900,"Census Tract 339, Philadelphia County, Pennsylvania",2296,164,7.14,2255,178,7.89,2030,9.6,2118,7.6,2213,8.8,2115,7.8,2039,8.5
1400000US42101034000,42101034000,"Census Tract 340, Philadelphia County, Pennsylvania",1978,161,8.14,1953,181,9.27,1971,9.5,2111,7.8,2153,8.2,2202,8.8,2132,7.7
1400000US42101034100,42101034100,"Census Tract 341, Philadelphia County, Pennsylvania",4295,439,10.22,4272,396,9.27,4047,8.9,4435,5.9,4099,6,4278,5.8,4261,7
1400000US42101034200,42101034200,"Census Tract 342, Philadelphia County, Pennsylvania",2756,379,13.75,2877,378,13.14,2926,13,2860,12.9,2715,11.2,2630,11.6,2485,12.1
1400000US42101034400,42101034400,"Census Tract 344, Philadelphia County, Pennsylvania",5814,669,11.51,5617,652,11.61,5767,11,5794,14.2,5666,13.7,5508,13.2,5642,13.2
1400000US42101034501,42101034501,"Census Tract 345.01, Philadelphia County, Pennsylvania",2727,200,7.33,2822,198,7.02,2667,6,2723,3.6,2818,4.4,2803,7.1,2580,3.4
1400000US42101034502,42101034502,"Census Tract 345.02, Philadelphia County, Pennsylvania",3878,430,11.09,3724,461,12.38,3837,9.9,4066,8.8,3638,9.5,3712,10.3,3589,8.1
1400000US42101034600,42101034600,"Census Tract 346, Philadelphia County, Pennsylvania",2059,277,13.45,2005,309,15.41,2008,11.4,1937,11.8,1816,13.8,1638,11.5,1530,9.9
1400000US42101034701,42101034701,"Census Tract 347.01, Philadelphia County, Pennsylvania",4578,373,8.15,4700,338,7.19,4608,5.2,4622,5.7,4730,4.3,4749,3.2,4612,4.2
1400000US42101034702,42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania",2869,245,8.54,2805,229,8.16,2969,9.9,2988,9.5,3062,10.5,3187,8.5,3300,10.4
1400000US42101034801,42101034801,"Census Tract 348.01, Philadelphia County, Pennsylvania",3375,111,3.29,3075,128,4.16,3241,4.3,3200,4.4,3087,4.3,3120,3.6,3072,2.7
1400000US42101034802,42101034802,"Census Tract 348.02, Philadelphia County, Pennsylvania",3681,143,3.88,3794,112,2.95,3796,4,3786,5.7,3726,3.8,3813,4.4,3700,6.9
1400000US42101034803,42101034803,"Census Tract 348.03, Philadelphia County, Pennsylvania",3031,160,5.28,3214,125,3.89,3300,4,3303,4.2,3496,4.9,3454,5.9,3305,6.4
1400000US42101034900,42101034900,"Census Tract 349, Philadelphia County, Pennsylvania",3720,119,3.20,3478,99,2.85,3572,3.4,3580,1.4,4055,1,3941,1.2,3900,2.3
1400000US42101035100,42101035100,"Census Tract 351, Philadelphia County, Pennsylvania",3646,448,12.29,3454,518,15.00,3357,11.3,3249,9.9,3042,9,3243,9.9,3142,8.7
1400000US42101035200,42101035200,"Census Tract 352, Philadelphia County, Pennsylvania",2865,201,7.02,3068,193,6.29,3070,5.4,3056,6.2,3297,5.6,3329,4.3,3249,5
1400000US42101035301,42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania",3699,331,8.95,3601,348,9.66,3716,9.9,3580,8,3649,6.8,3740,5.8,3718,4.5
1400000US42101035302,42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",3403,289,8.49,3474,276,7.94,3317,7.8,3357,6.5,3270,5.5,3260,4.2,3311,3.7
1400000US42101035500,42101035500,"Census Tract 355, Philadelphia County, Pennsylvania",5229,382,7.31,5297,371,7.00,5257,6.4,5414,5.9,5226,7,5469,7.6,5505,8.4
1400000US42101035601,42101035601,"Census Tract 356.01, Philadelphia County, Pennsylvania",4293,469,10.92,4477,443,9.90,4331,7.6,4059,9.2,3986,7.8,4193,7.6,3929,7
1400000US42101035602,42101035602,"Census Tract 356.02, Philadelphia County, Pennsylvania",2551,339,13.29,2392,314,13.13,2421,16.5,2420,15.6,2495,14.7,2377,14.3,2527,17.2
1400000US42101035701,42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania",3277,225,6.87,3334,199,5.97,3438,5.7,3198,6.3,3234,5.5,3582,6.2,3402,7.9
1400000US42101035702,42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania",3052,294,9.63,3092,291,9.41,3029,10.4,2860,9.1,2950,8.9,2783,9.6,2822,8.3
1400000US42101035800,42101035800,"Census Tract 358, Philadelphia County, Pennsylvania",4800,473,9.85,5130,619,12.07,4780,11.6,4562,9.5,4580,11.1,4794,13.5,4541,11.6
1400000US42101035900,42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",4030,371,9.21,3936,317,8.05,3922,7.5,3834,9.9,3963,11.1,3989,9,3995,9.5
1400000US42101036000,42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",2585,249,9.63,2664,270,10.14,2579,7.9,2361,7.8,2295,8.7,2265,10.1,2646,6.1
1400000US42101036100,42101036100,"Census Tract 361, Philadelphia County, Pennsylvania",2597,161,6.20,2621,146,5.57,2662,5,2796,4,2819,3.6,2647,2.5,2693,2.6
1400000US42101036201,42101036201,"Census Tract 362.01, Philadelphia County, Pennsylvania",3627,192,5.29,3683,207,5.62,3770,5.2,3673,4.4,3572,3.2,3597,2.4,3569,4.2
1400000US42101036202,42101036202,"Census Tract 362.02, Philadelphia County, Pennsylvania",4459,326,7.31,4448,351,7.89,4310,6.9,4393,5.2,4313,4.4,4440,2.8,4324,2.2
1400000US42101036203,42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania",3740,203,5.43,3744,213,5.69,3663,5.2,3370,3.2,3422,4.2,3301,5.4,3197,5.8
1400000US42101036301,42101036301,"Census Tract 363.01, Philadelphia County, Pennsylvania",2617,185,7.07,2561,204,7.97,2485,4.4,2606,4.4,2584,4.9,2612,6.4,2604,4.5
1400000US42101036302,42101036302,"Census Tract 363.02, Philadelphia County, Pennsylvania",2227,83,3.73,2207,70,3.17,2080,3.9,2195,3.9,2364,3.9,2366,3.2,2192,4
1400000US42101036303,42101036303,"Census Tract 363.03, Philadelphia County, Pennsylvania",4396,233,5.30,4546,165,3.63,4514,2.7,4368,2.7,4623,5.2,4513,5.2,4493,5.2
1400000US42101036400,42101036400,"Census Tract 364, Philadelphia County, Pennsylvania",780,60,7.69,727,78,10.73,596,14.6,465,16.1,351,10.5,254,9.8,393,0
1400000US42101036501,42101036501,"Census Tract 365.01, Philadelphia County, Pennsylvania",3855,394,10.22,3934,471,11.97,4203,11.3,4196,8.7,4162,10.1,4247,11.7,4065,10.8
1400000US42101036502,42101036502,"Census Tract 365.02, Philadelphia County, Pennsylvania",2958,260,8.79,3082,212,6.88,2936,4.7,2707,3,2840,3.6,2802,4.1,2514,3.3
1400000US42101036600,42101036600,"Census Tract 366, Philadelphia County, Pennsylvania",1741,827,47.50,1660,731,44.04,1506,41.3,1387,37,1333,38.5,1162,33.9,1139,28.4
1400000US42101036700,42101036700,"Census Tract 367, Philadelphia County, Pennsylvania",2574,896,34.81,2448,822,33.58,2299,33.6,2172,29.1,1958,24,2028,24.7,1830,21.4
1400000US42101036900,42101036900,"Census Tract 369, Philadelphia County, Pennsylvania",1135,345,30.40,1098,333,30.33,1082,33.5,1095,32.2,1161,39.4,1359,33.7,1937,25
1400000US42101037200,42101037200,"Census Tract 372, Philadelphia County, Pennsylvania",3526,194,5.50,3513,203,5.78,3206,8.1,3310,6.5,3140,7.7,3134,7.4,3085,5.5
1400000US42101037300,42101037300,"Census Tract 373, Philadelphia County, Pennsylvania",4727,587,12.42,4380,579,13.22,4144,13.4,4063,12.7,3792,11.5,3675,10.5,3847,9.9
1400000US42101037500,42101037500,"Census Tract 375, Philadelphia County, Pennsylvania",2550,803,31.49,2600,780,30.00,2661,33.2,2465,35,2366,33.3,2333,33.6,2315,35.6
1400000US42101037600,42101037600,"Census Tract 376, Philadelphia County, Pennsylvania",2333,430,18.43,2128,343,16.12,1967,15,1867,14.1,1648,17.2,1557,24.5,1643,23
1400000US42101037700,42101037700,"Census Tract 377, Philadelphia County, Pennsylvania",1856,12,0.65,1747,10,0.57,1777,0,1955,0.6,1808,1.1,1873,2.1,1790,3.2
1400000US42101037800,42101037800,"Census Tract 378, Philadelphia County, Pennsylvania",2232,188,8.42,1829,117,6.40,1718,6,1727,5.2,1593,5,1391,3,1502,3.7
1400000US42101037900,42101037900,"Census Tract 379, Philadelphia County, Pennsylvania",4089,282,6.90,4062,212,5.22,3808,6.3,3564,4.6,3551,4.8,3367,4.6,3484,4.2
1400000US42101038000,42101038000,"Census Tract 380, Philadelphia County, Pennsylvania",1422,76,5.34,1337,63,4.71,1562,4,1623,2.2,1614,3.3,1561,2.2,1466,2.5
1400000US42101038100,42101038100,"Census Tract 381, Philadelphia County, Pennsylvania",527,7,1.33,612,6,0.98,859,0.6,660,0.8,552,0.4,526,2.3,361,2.2
1400000US42101038200,42101038200,"Census Tract 382, Philadelphia County, Pennsylvania",1839,29,1.58,1876,15,0.80,1687,0.4,1663,0,1730,0.2,1595,0.2,1414,0
1400000US42101038300,42101038300,"Census Tract 383, Philadelphia County, Pennsylvania",2328,0,0.00,2277,0,0.00,2198,0,2060,0.6,1856,0.6,1727,0.6,1657,0.5
1400000US42101038400,42101038400,"Census Tract 384, Philadelphia County, Pennsylvania",1840,400,21.74,1886,373,19.78,1839,18.3,1836,17.9,1793,18.6,1806,16.4,1849,18.2
1400000US42101038500,42101038500,"Census Tract 385, Philadelphia County, Pennsylvania",1471,662,45.00,1476,624,42.28,1471,41.7,1399,44.5,1392,48.1,1331,44.3,1375,43.3
1400000US42101038600,42101038600,"Census Tract 386, Philadelphia County, Pennsylvania",1096,602,54.93,1067,588,55.11,1085,53.1,1047,55.7,1139,50.6,1123,42.7,1101,42.6
1400000US42101038700,42101038700,"Census Tract 387, Philadelphia County, Pennsylvania",1496,602,40.24,1440,610,42.36,1452,39.7,1448,42.5,1412,40,1457,37.3,1360,33.2
1400000US42101038800,42101038800,"Census Tract 388, Philadelphia County, Pennsylvania",2932,1169,39.87,2920,1158,39.66,2932,37.3,2789,35.4,2641,37,2703,39.1,2687,41.8
1400000US42101038900,42101038900,"Census Tract 389, Philadelphia County, Pennsylvania",2268,225,9.92,2384,167,7.01,2510,6.7,2209,6.8,2399,6.1,2316,6.5,2511,5.8
1400000US42101039000,42101039000,"Census Tract 390, Philadelphia County, Pennsylvania",4565,254,5.56,4104,259,6.31,3984,6,4133,4.2,4073,4.1,4112,2.6,4287,3.4
1400000US42101980000,42101980000,"Census Tract 9800, Philadelphia County, Pennsylvania",118,57,48.31,135,62,45.93,144,36.1,180,18.3,197,14.2,113,16.8,137,5.8
1400000US42101980100,42101980100,"Census Tract 9801, Philadelphia County, Pennsylvania",96,28,29.17,67,23,34.33,51,33.3,49,34.7,42,26.2,24,16.7,48,37.5
1400000US42101980200,42101980200,"Census Tract 9802, Philadelphia County, Pennsylvania",576,34,5.90,440,36,8.18,330,7.9,277,8.3,202,8.9,139,18,360,33.3
1400000US42101980300,42101980300,"Census Tract 9803, Philadelphia County, Pennsylvania",0,0,#DIV/0!,0,0,#DIV/0!,0,-,0,-,0,-,0,-,0,-
1400000US42101980400,42101980400,"Census Tract 9804, Philadelphia County, Pennsylvania",0,0,#DIV/0!,0,0,#DIV/0!,0,-,0,-,0,-,0,-,0,-
1400000US42101980500,42101980500,"Census Tract 9805, Philadelphia County, Pennsylvania",0,0,#DIV/0!,0,0,#DIV/0!,0,-,0,-,0,-,0,-,0,-
1400000US42101980600,42101980600,"Census Tract 9806, Philadelphia County, Pennsylvania",0,0,#DIV/0!,0,0,#DIV/0!,0,-,0,-,0,-,0,-,45,0
1400000US42101980700,42101980700,"Census Tract 9807, Philadelphia County, Pennsylvania",0,0,#DIV/0!,0,0,#DIV/0!,0,-,0,-,0,-,0,-,0,-
1400000US42101980800,42101980800,"Census Tract 9808, Philadelphia County, Pennsylvania",0,0,#DIV/0!,0,0,#DIV/0!,0,-,0,-,0,-,0,-,0,-
1400000US42101980900,42101980900,"Census Tract 9809, Philadelphia County, Pennsylvania",4,0,0.00,4,0,0.00,5,0,4,0,4,0,0,-,0,-
1400000US42101989100,42101989100,"Census Tract 9891, Philadelphia County, Pennsylvania",2150,0,0,2300,1,0.04,2584,0,3119,0.3,3489,0.3,3790,0.3,5114,0.1
,,,,,,,,,,,,,,,,,,
